time 	 LH 	 RH
7701	 7701	 7701 
001.114	68.7175	31.2825	
001.178	69.9051	30.0949	
001.243	71.0612	28.9388	
001.302	72.2386	27.7614	
001.366	73.3948	26.6052	
001.431	74.4565	25.5435	
001.495	75.4189	24.5811	
001.556	76.3062	23.6938	
001.616	77.1543	22.8457	
001.680	77.9905	22.0095	
001.744	78.7819	21.2181	
001.803	79.5242	20.4758	
001.868	80.2388	19.7612	
001.932	80.9383	19.0617	
001.996	81.6431	18.3569	
002.055	82.2980	17.7020	
7693	 7693	 7693 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.037	50.0000	50.0000	
000.045	51.1086	48.8914	
000.105	52.3643	47.6357	
000.170	53.6582	46.3418	
000.229	55.2455	44.7545	
000.289	56.8873	43.1127	
000.354	58.5934	41.4066	
000.418	60.2525	39.7475	
000.478	61.8535	38.1465	
000.542	63.2838	36.7162	
000.606	64.6964	35.3036	
000.671	66.1035	33.8965	
000.732	67.4936	32.5064	
000.790	68.8124	31.1876	
000.854	70.1083	29.8917	
000.919	71.3375	28.6625	
000.978	72.4816	27.5184	
001.042	73.5408	26.4592	
001.106	74.5218	25.4782	
001.171	75.4380	24.5620	
001.230	76.1501	23.8499	
001.283	76.7762	23.2238	
001.354	77.3144	22.6856	
001.418	77.9533	22.0467	
001.478	78.5597	21.4403	
001.544	79.2218	20.7782	
001.605	79.8353	20.1647	
001.671	80.4245	19.5755	
001.731	80.9529	19.0471	
001.791	81.5423	18.4577	
001.855	82.1879	17.8121	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.032	50.0000	50.0000	
000.036	50.0000	50.0000	
000.092	46.0120	53.9880	
000.158	44.3326	55.6674	
000.218	42.8350	57.1650	
000.278	41.4991	58.5009	
000.339	40.3217	59.6783	
000.409	39.1768	60.8232	
000.466	38.1151	61.8849	
000.530	37.1058	62.8942	
000.594	36.2387	63.7613	
000.658	35.3567	64.6433	
000.718	34.5065	65.4935	
000.777	33.6632	66.3368	
000.842	32.9013	67.0987	
000.911	32.1443	67.8557	
000.966	31.5169	68.4831	
001.030	30.9878	69.0122	
001.094	30.3718	69.6282	
001.158	29.8179	70.1821	
001.218	29.0672	70.9328	
001.278	28.2479	71.7521	
001.342	27.3999	72.6001	
001.411	26.5034	73.4966	
001.466	25.6082	74.3918	
001.530	24.7133	75.2867	
001.595	23.8037	76.1963	
001.657	22.9028	77.0972	
001.717	22.0491	77.9509	
001.778	21.2399	78.7601	
001.842	20.4364	79.5636	
001.909	19.5965	80.4035	
001.966	18.8130	81.1870	
002.029	18.0676	81.9324	
002.095	17.3973	82.6027	
7703	 7703	 7703 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.034	50.0000	50.0000	
000.048	50.9893	49.0107	
000.103	52.1510	47.8490	
000.171	53.4017	46.5983	
000.228	54.7906	45.2094	
000.291	55.8914	44.1086	
000.355	56.8461	43.1539	
000.420	57.6279	42.3721	
000.479	58.4206	41.5794	
000.536	59.2528	40.7472	
000.601	59.8987	40.1013	
000.665	60.1998	39.8002	
000.720	60.4385	39.5615	
000.789	60.8626	39.1374	
000.849	61.5487	38.4513	
000.919	62.2852	37.7148	
000.980	62.9757	37.0243	
001.040	63.4327	36.5673	
001.107	63.5007	36.4993	
001.171	63.5331	36.4669	
001.228	63.4955	36.5045	
001.292	63.8286	36.1714	
001.356	64.3451	35.6549	
001.420	65.0961	34.9039	
001.480	65.8173	34.1827	
001.540	66.4449	33.5551	
001.607	67.0116	32.9884	
001.672	67.3433	32.6567	
001.728	67.8863	32.1137	
001.791	68.4629	31.5371	
001.856	68.9790	31.0210	
001.919	69.5035	30.4965	
001.978	70.0797	29.9203	
002.041	70.5653	29.4347	
002.107	71.1037	28.8963	
002.171	71.3597	28.6403	
002.228	71.2487	28.7513	
002.291	70.7637	29.2363	
002.354	70.0234	29.9766	
002.420	68.7386	31.2614	
002.479	67.2989	32.7011	
002.538	66.1001	33.8999	
002.607	64.6602	35.3398	
002.664	63.4246	36.5754	
002.720	61.9820	38.0180	
002.790	60.5478	39.4522	
002.854	59.3075	40.6925	
002.919	57.9981	42.0019	
002.979	56.7481	43.2519	
003.040	55.6120	44.3880	
003.107	54.4436	45.5564	
003.172	53.1646	46.8354	
003.228	51.6745	48.3255	
003.291	50.2073	49.7927	
003.356	49.2236	50.7764	
003.419	48.6802	51.3198	
003.472	48.1426	51.8574	
003.532	47.4048	52.5952	
003.607	46.7748	53.2252	
003.664	46.2273	53.7727	
003.726	45.6801	54.3199	
003.792	45.0838	54.9162	
003.855	44.0091	55.9909	
003.919	42.8031	57.1969	
003.979	42.1434	57.8566	
004.039	42.0081	57.9919	
004.107	42.3501	57.6499	
004.172	43.0121	56.9879	
004.227	44.1057	55.8943	
004.291	44.9698	55.0302	
004.355	45.2810	54.7190	
004.419	45.3237	54.6763	
004.478	45.3983	54.6017	
004.539	45.6479	54.3521	
004.607	46.0440	53.9560	
004.672	46.6085	53.3915	
004.727	47.5273	52.4727	
004.791	48.6406	51.3594	
004.856	49.8810	50.1190	
004.919	51.1836	48.8164	
004.980	51.7772	48.2228	
005.039	51.7563	48.2437	
005.108	51.5499	48.4501	
005.171	51.2012	48.7988	
005.227	50.5595	49.4405	
005.291	50.0117	49.9883	
005.355	49.7752	50.2248	
005.419	49.6094	50.3906	
005.479	49.0363	50.9637	
005.541	48.4351	51.5649	
005.607	47.7716	52.2284	
005.671	47.0017	52.9983	
005.728	46.0797	53.9203	
005.791	44.9971	55.0029	
005.854	43.7608	56.2392	
005.920	42.5160	57.4840	
005.979	41.1380	58.8620	
006.039	39.6464	60.3536	
006.108	38.0234	61.9766	
006.171	36.4270	63.5730	
006.227	34.9431	65.0569	
006.292	33.6590	66.3410	
006.356	32.4432	67.5568	
006.419	31.3234	68.6766	
006.479	30.3267	69.6733	
006.540	29.3626	70.6374	
006.607	28.4514	71.5486	
006.672	27.6041	72.3959	
006.727	26.7280	73.2720	
006.791	25.9491	74.0509	
006.856	25.3245	74.6755	
006.919	24.7493	75.2507	
006.980	24.2081	75.7919	
007.040	23.7833	76.2167	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.027	50.0000	50.0000	
000.034	52.3645	47.6355	
000.094	54.6043	45.3957	
000.158	56.6808	43.3192	
000.218	58.6046	41.3954	
000.282	60.3724	39.6276	
000.346	62.0253	37.9747	
000.410	63.5948	36.4052	
000.466	65.1762	34.8238	
000.530	66.6644	33.3356	
000.594	68.1148	31.8852	
000.651	69.4799	30.5202	
000.718	70.7697	29.2303	
000.782	71.9265	28.0735	
000.839	73.1003	26.8997	
000.910	74.2242	25.7758	
000.966	75.2174	24.7826	
001.031	76.0574	23.9426	
001.094	76.7453	23.2547	
001.159	77.3898	22.6102	
001.218	78.0067	21.9933	
001.283	78.6140	21.3860	
001.346	79.2314	20.7686	
001.410	79.7055	20.2945	
001.467	79.9445	20.0555	
001.531	80.2340	19.7660	
001.594	80.4440	19.5560	
001.659	80.4817	19.5183	
001.718	80.3990	19.6010	
001.783	80.5583	19.4417	
001.846	80.5911	19.4089	
001.910	80.5664	19.4337	
001.966	80.4558	19.5442	
002.029	80.4026	19.5974	
002.093	80.4066	19.5934	
002.158	80.3390	19.6610	
002.219	80.4587	19.5413	
002.282	80.5892	19.4108	
002.348	80.6588	19.3412	
002.410	80.8887	19.1113	
002.468	81.2535	18.7465	
002.531	81.6172	18.3828	
002.595	81.9471	18.0529	
002.659	82.3090	17.6910	
7693	 7693	 7693 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.018	50.0000	50.0000	
000.024	51.8876	48.1124	
000.080	53.6036	46.3964	
000.147	55.2973	44.7027	
000.212	57.0955	42.9045	
000.271	58.8386	41.1614	
000.332	60.5866	39.4134	
000.394	62.3431	37.6569	
000.458	64.0662	35.9338	
000.518	65.7254	34.2746	
000.575	67.3356	32.6644	
000.639	68.8705	31.1295	
000.704	70.3443	29.6557	
000.763	71.7380	28.2620	
000.823	73.0611	26.9389	
000.888	74.3096	25.6904	
000.951	75.4781	24.5219	
001.012	76.5885	23.4115	
001.075	77.6634	22.3366	
001.139	78.6557	21.3443	
001.203	79.6052	20.3948	
001.263	80.4982	19.5018	
001.323	81.3076	18.6924	
001.387	82.0700	17.9300	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.030	50.0000	50.0000	
000.043	50.0000	50.0000	
000.085	53.6453	46.3547	
000.151	55.1491	44.8509	
000.203	56.7296	43.2704	
000.274	58.1537	41.8463	
000.339	59.4563	40.5437	
000.399	60.7590	39.2410	
000.463	61.9720	38.0280	
000.527	62.9404	37.0596	
000.590	63.6808	36.3192	
000.650	64.3089	35.6911	
000.712	64.8071	35.1929	
000.777	65.3631	34.6369	
000.831	65.9760	34.0240	
000.895	66.5179	33.4821	
000.962	66.9012	33.0988	
001.026	67.0923	32.9077	
001.092	67.0828	32.9172	
001.150	66.7630	33.2370	
001.210	65.9734	34.0266	
001.276	64.6280	35.3720	
001.337	63.1012	36.8988	
001.400	61.1346	38.8654	
001.462	59.3251	40.6749	
001.526	57.5565	42.4435	
001.591	55.9308	44.0692	
001.650	54.2066	45.7934	
001.711	52.3511	47.6489	
001.775	50.3772	49.6228	
001.838	48.3172	51.6828	
001.899	46.4006	53.5994	
001.962	44.5739	55.4261	
002.026	42.9068	57.0932	
002.092	41.5217	58.4783	
002.150	40.5370	59.4630	
002.210	39.6670	60.3330	
002.274	38.9555	61.0445	
002.338	38.1924	61.8076	
002.398	37.3412	62.6588	
002.462	36.3760	63.6240	
002.526	35.3744	64.6256	
002.590	34.2324	65.7676	
002.650	33.0378	66.9622	
002.710	31.9062	68.0938	
002.774	30.8793	69.1207	
002.840	29.9790	70.0210	
002.891	29.2234	70.7766	
002.955	28.8136	71.1864	
003.019	28.3492	71.6508	
003.083	27.7543	72.2457	
003.143	27.0688	72.9312	
003.203	26.3401	73.6600	
003.267	25.5663	74.4337	
003.331	24.9408	75.0592	
003.391	24.5809	75.4191	
003.455	24.4162	75.5838	
003.519	24.6834	75.3166	
003.589	25.4954	74.5046	
003.649	26.2771	73.7229	
003.710	26.7627	73.2373	
003.775	27.1001	72.8999	
003.838	27.3869	72.6131	
003.898	27.6705	72.3295	
003.963	27.7117	72.2883	
004.026	27.9525	72.0475	
004.091	28.6126	71.3874	
004.150	29.3005	70.6995	
004.203	29.8144	70.1856	
004.267	30.0799	69.9201	
004.331	30.0413	69.9587	
004.391	29.8726	70.1274	
004.455	29.6283	70.3717	
004.519	29.2019	70.7981	
004.583	28.6830	71.3170	
004.647	28.2858	71.7142	
004.710	27.9680	72.0320	
004.768	27.7036	72.2964	
004.831	27.1830	72.8170	
004.891	26.6297	73.3703	
004.955	25.9343	74.0657	
005.019	25.1385	74.8615	
005.083	24.2700	75.7300	
005.143	23.5001	76.4999	
005.203	22.9798	77.0202	
005.267	22.9432	77.0568	
005.335	23.3245	76.6755	
005.391	24.1900	75.8100	
005.455	25.4800	74.5200	
005.519	26.7996	73.2004	
005.583	28.0162	71.9838	
005.643	29.0871	70.9129	
005.703	30.0143	69.9857	
005.767	30.7652	69.2348	
005.835	31.2683	68.7317	
005.891	31.6353	68.3647	
005.955	31.9164	68.0836	
006.019	32.2186	67.7814	
006.083	32.4212	67.5788	
006.143	32.7237	67.2763	
006.203	32.7478	67.2522	
006.267	32.7995	67.2005	
006.335	32.7436	67.2564	
006.391	32.6502	67.3498	
006.455	32.6024	67.3976	
006.519	32.8006	67.1994	
006.583	33.0399	66.9601	
006.643	33.2265	66.7735	
006.703	33.0058	66.9942	
006.767	32.6068	67.3932	
006.835	32.0750	67.9250	
006.895	31.5308	68.4692	
006.962	31.1491	68.8509	
007.025	30.9929	69.0071	
7702	 7702	 7702 
